"","Sub_Transect_Number","Survey_Date","Year","Latitude_DD","Longitude_DD","Transect_Location","Watermass_Strata","Depth_Strata","Depth_Continuous","Substrate_Type","Ledge","Boulder","Cobble","Gravel","Mud","Bottom_Salinity_HYCOM","Bottom_Temperature_HYCOM","Bottom_Velocity_HYCOM","Bottom_Direction_HYCOM","Shannon.Weiner_Diversity","Assemblage_Density_per_100sqm","Assemblage_Biomass_kg_per_100sqm","Economic_Value_per_100sqm","Demersal_Fish_Density_per_100sqm","Mobile_Benthic_Invertebrate_Density_per_100sqm","Sessile_Invertebrate_Density_per_100sqm","Radiated_Shanny","Red_Hake","White_Hake","Cunner","Alligatorfish","Atlantic_Cod","Witch_Flounder","Snakeblenny","Silver_Hake","American_Plaice","Longhorn_Sculpin","Shorthorn_Sculpin","Pollock","Acadian_Redfish","Green_Sea_Urchin","Northern_Seastar","Blood_Star","American_Lobster","Jonah_Crab","Atlantic_Rock_Crab","Common_Sand_Dollar","Northern_Shrimp","Giant_Sea_Scallop","Sea_Potato","Pacific_Orange_Crust","Northern_Cerianthid","Boring_Sponge","White_Crust_Tunicate","Breadcrumb_Sponge","Finger_Sponge","Hydroid_sp","Iophon_Sponge","Palmate_Sponge","Clonal_Plumose_Anemone","Red_Beard_Sponge","Northern_Horse_Mussel","Sabellid_Worm","Polymastia_Sponge","Porifera_sp","Fig_Sponge","Northern_Lampshell","Tunicate_sp","Northern_Red_Anemone","Region","Segment_Area_sqm"
"1430",619,"9/2/2012 0:00",2012,44.200009,-68.137571,"Cruise Ship Alley","EMCC",60,58,"boulder",0,1,0,0,0,32.6599998,8.829000473,0.0116619,31,0.801819,60.7857922,0,0,0,0,60.7857921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.5500545,0,0,0,6.0785792,0,0,0,0,0,0,0,0,12.1571584,0,0,0,0,"MDI",16.45121276
"1431",621,"9/2/2012 0:00",2012,44.203706,-68.135163,"Cruise Ship Alley","EMCC",60,58,"mud",0,0,0,0,1,32.6599998,8.829000473,0.0116619,31,0.562335,15.081032,0,0,0,0,11.310774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.310774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",26.52338384
"1432",620.5,"9/2/2012 0:00",2012,44.203194,-68.135046,"Cruise Ship Alley","EMCC",60,58,"mud",0,0,0,0,1,32.6599998,8.829000473,0.0116619,31,0,15.4727471,0,0,0,0,11.6045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",25.85190577
"1433",618,"9/2/2012 0:00",2012,44.205883,-68.133194,"Cruise Ship Alley","EMCC",60,58,"mud",0,0,0,0,1,32.6599998,8.829000473,0.0116619,31,0,9.1141198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",54.85993285
"1434",621.25,"9/2/2012 0:00",2012,44.204047,-68.13531,"Cruise Ship Alley","EMCC",60,58,"mud",0,0,0,0,1,32.6599998,8.829000473,0.0116619,31,0,9.0946681,0,0,0,0,9.0946681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0946681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",21.99090686
"1435",620,"9/2/2012 0:00",2012,44.202733,-68.134882,"Cruise Ship Alley","EMCC",60,58,"mud",0,0,0,0,1,32.6599998,8.829000473,0.0116619,31,0.410116,27.6152672,0,0,0,0,27.6152672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.670229,0,0,0,0,0,0,0,0,0,0,0,0,3.9450382,0,0,0,0,"MDI",25.34829722
"1436",648,"9/3/2012 0:00",2012,43.793441,-68.841088,"East Mat. 3","EMCC",60,67,"cobble",0,0,1,0,0,32.882,7.260000229,0.0108167,34,1.170997,91.2285662,0.0084307,0,0,0,78.1959139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6142831,0,0,0,0,0,0,0,0,0,0,0,26.0653046,0,0,0,0,6.5163262,"Hurricane Island Area",15.3460704
"1437",646,"9/3/2012 0:00",2012,43.782306,-68.865517,"Mat. 3 W","EMCC",60,55,"cobble",0,0,1,0,0,32.882,7.260000229,0.0108167,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",11.7207792
"1438",668.5,"9/3/2012 0:00",2012,43.782338,-68.865626,"Mat. 3 W","EMCC",60,55,"ledge",1,0,0,0,0,32.882,7.260000229,0.0108167,34,0.911247,433.573408,0.0130453,0,0,10.0831025,423.4903055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0831025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4155126,0,0,0,0,0,50.4155126,0,0,312.5761778,0,10.0831025,"Hurricane Island Area",9.9175824
"1439",682.5,"9/3/2012 0:00",2012,43.782387,-68.865715,"Mat. 3 W","EMCC",60,55,"mud",0,0,0,0,1,32.882,7.260000229,0.0108167,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",36.9655344
"1440",647,"9/3/2012 0:00",2012,43.774667,-68.869383,"Mat. 3 W","EMCC",60,58,"cobble",0,0,1,0,0,32.882,7.260000229,0.0108167,34,0,6.0747295,0,0,0,0,6.0747295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0747295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",16.4616384
"1441",673,"9/3/2012 0:00",2012,43.87616,-68.849762,"Matinicus East","EMCC",30,35,"ledge",1,0,0,0,0,32.6710014,8.803999901,0.0184391,283,1.500864,128.0177889,0.454657,0,3.5560497,3.5560497,120.9056896,0,0,0,3.5560497,0,0,0,0,0,0,0,0,0,0,0,3.5560497,0,0,0,0,0,0,0,0,0,0,0,0,10.6681491,39.1165466,0,0,0,0,0,0,0,7.1120994,0,10.6681491,53.3407454,0,0,"Hurricane Island Area",28.12109184
"1442",676.5,"9/3/2012 0:00",2012,43.877425,-68.853603,"Matinicus East","EMCC",30,36,"ledge",1,0,0,0,0,32.6710014,8.803999901,0.0184391,283,1.886946,582.8895071,1.3929916,0,10.895131,10.895131,555.6516797,0,0,0,10.895131,0,0,0,0,0,0,0,0,0,0,0,5.4475655,5.4475655,0,0,0,0,0,0,0,49.0280894,0,0,119.8464407,119.8464407,92.6086133,141.6367027,0,0,5.4475655,0,0,0,27.2378274,0,0,0,0,0,"Hurricane Island Area",18.35682384
"1443",674.5,"9/3/2012 0:00",2012,43.876855,-68.850862,"Matinicus East","EMCC",30,37,"ledge",1,0,0,0,0,32.6710014,8.803999901,0.0184391,283,1.789289,303.3036846,0.5087162,0,3.9390089,0,200.8894536,0,0,0,3.9390089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8780178,0,0,11.8170267,74.8411689,15.7560356,0,0,0,0,0,0,7.8780178,0,19.6950445,59.0851334,0,3.9390089,"Hurricane Island Area",25.3870968
"1444",656,"9/3/2012 0:00",2012,43.876457,-68.850147,"Matinicus East","EMCC",30,39,"gravel",0,0,0,1,0,32.6710014,8.803999901,0.0184391,283,0,7.5304582,0.9544519,0,7.5304582,0,0,0,0,0,0,0,0,0,0,0,0,7.5304582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",13.27940448
"1445",649,"9/3/2012 0:00",2012,43.876636,-68.850471,"Matinicus East","EMCC",30,39,"cobble",0,0,1,0,0,32.6710014,8.803999901,0.0184391,283,1.277034,45.9551037,0.8320863,0,6.5650148,0,39.3900889,0,0,0,0,0,0,0,0,0,0,6.5650148,0,0,0,0,0,0,0,0,0,0,0,0,19.6950445,0,0,0,0,0,13.1300296,6.5650148,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",15.23225808
"1446",687,"9/3/2012 0:00",2012,43.908717,-68.87175,"Matinicus North","EMCC",30,35,"mud",0,0,0,0,1,32.8110008,9.206000328,0.0070711,225,1.011404,22.0528049,0,0,0,0,22.052805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6754675,0,0,11.0264025,0,0,0,0,0,0,0,0,0,0,7.350935,0,0,0,"Hurricane Island Area",27.20742336
"1447",686,"9/3/2012 0:00",2012,43.9085,-68.8718,"Matinicus North","EMCC",30,35,"mud",0,0,0,0,1,32.8110008,9.206000328,0.0070711,225,1.098612,10.3621614,0,0,0,0,10.3621614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4540538,0,0,3.4540538,0,0,0,0,0,0,0,0,0,0,3.4540538,0,0,0,"Hurricane Island Area",28.95148896
"1448",685.5,"9/3/2012 0:00",2012,43.908231,-68.871907,"Matinicus North","EMCC",30,35,"mud",0,0,0,0,1,32.8110008,9.206000328,0.0070711,225,0.651757,51.8108068,0,0,0,0,48.356753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2702689,0,0,0,0,0,0,0,0,0,0,31.0864841,0,0,0,0,0,0,"Hurricane Island Area",28.95148896
"1449",640,"9/3/2012 0:00",2012,43.909356,-68.871448,"Matinicus North","EMCC",30,36,"boulder",0,1,0,0,0,32.8110008,9.206000328,0.0070711,225,1.544472,322.0798547,0.4570996,0,3.5393391,0,315.0011768,0,0,0,3.5393391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1573563,3.5393391,0,49.5507469,10.6180172,148.6522406,70.7867813,0,0,10.6180172,0,3.5393391,0,0,0,0,0,0,3.5393391,"Hurricane Island Area",28.25386272
"1450",886,"7/10/2013 0:00",2013,43.862911,-69.329654,"Alan Island","WMCC",30,21,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.816775,178.3312471,10.2208934,0,79.9415935,0,98.3896535,0,0,0,79.9415935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1493533,0,0,0,92.2403002,0,0,0,0,0,0,0,0,0,0,"Midcoast",16.26187248
"1451",801,"7/10/2013 0:00",2013,43.862785,-69.329535,"Alan Island","WMCC",30,21,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,1.363066,283.2669865,0,0,0,33.3255278,249.9414588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3255278,0,0,0,0,0,0,0,0,0,0,124.9707294,66.6510557,0,0,0,0,0,0,49.9882917,0,0,0,8.331382,0,0,0,"Midcoast",12.00281064
"1452",887,"7/10/2013 0:00",2013,43.863197,-69.330063,"Alan Island","WMCC",30,23,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0,35.2190237,0,0,0,0,35.2190237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2190237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.03624736
"1453",882,"7/10/2013 0:00",2013,43.860752,-69.329788,"Alan Island","WMCC",30,24,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.766269,154.9905468,2.6421654,0,20.6654062,10.3327031,123.9924375,0,0,0,20.6654062,0,0,0,0,0,0,0,0,0,0,0,10.3327031,0,0,0,0,0,0,0,0,0,0,0,5.1663516,0,0,0,0,0,0,0,118.8260859,0,0,0,0,0,0,0,"Midcoast",19.3560192
"1454",888,"7/10/2013 0:00",2013,43.86338,-69.33033,"Alan Island","WMCC",30,25,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",14.32593528
"1455",844,"7/10/2013 0:00",2013,43.862757,-69.329543,"Alan Island","WMCC",30,25,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",15.4874976
"1456",846,"7/10/2013 0:00",2013,43.863437,-69.33045,"Alan Island","WMCC",30,26,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,5.0641733,0,0,0,0,5.0641733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0641733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",19.74655944
"1457",987,"7/10/2013 0:00",2013,43.869468,-69.33118,"Alan Island","WMCC",30,26,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,16.2005585,0,0,0,0,16.2005585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2005585,0,0,0,0,0,0,0,0,0,"Midcoast",18.51788016
"1458",988,"7/10/2013 0:00",2013,43.869946,-69.331602,"Alan Island","WMCC",30,26,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",14.00711448
"1459",799,"7/10/2013 0:00",2013,43.862431,-69.329169,"Alan Island","WMCC",30,27,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,1.174909,126.5009832,0,0,0,10.5417486,115.9592346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5417486,0,0,0,0,0,0,0,0,0,0,10.5417486,15.8126229,0,79.0631145,0,0,0,0,0,0,0,0,10.5417486,0,0,0,"Midcoast",18.97218456
"1460",991,"7/10/2013 0:00",2013,43.876189,-69.324478,"Alan Island","WMCC",30,27,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",18.5153808
"1461",841,"7/10/2013 0:00",2013,43.861394,-69.330682,"Alan Island","WMCC",30,28,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",21.1994496
"1462",847,"7/10/2013 0:00",2013,43.863686,-69.3308,"Alan Island","WMCC",30,29,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0.37677,62.6115977,0,0,0,0,62.6115977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.785148,7.8264497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",25.55437104
"1463",848,"7/10/2013 0:00",2013,43.863797,-69.330933,"Alan Island","WMCC",30,29,"gravel",0,0,0,1,0,32.3470001,7.326000214,0.0140357,274,0,10.7613684,0,0,0,0,10.7613684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7613684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",18.58499712
"1464",985,"7/10/2013 0:00",2013,43.86203,-69.32877,"Alan Island","WMCC",30,31,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",13.16437296
"1465",982,"7/10/2013 0:00",2013,43.861406,-69.330698,"Alan Island","WMCC",30,32,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,11.7290144,0,0,0,0,11.7290144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7290144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.0517312
"1466",986,"7/10/2013 0:00",2013,43.868974,-69.330556,"Alan Island","WMCC",30,33,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",19.23010632
"1467",983,"7/10/2013 0:00",2013,43.861782,-69.328398,"Alan Island","WMCC",30,34,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,17.2181894,0,0,0,0,17.2181894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2181894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.4234348
"1468",979,"7/10/2013 0:00",2013,43.860432,-69.329215,"Alan Island","WMCC",30,34,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,74.0930419,0,0,0,0,74.0930419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0930419,0,0,0,"Midcoast",18.8951616
"1469",791,"7/10/2013 0:00",2013,43.848038,-69.334028,"Little Egg 3","WMCC",30,29,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,1.143275,86.1409579,1.3766888,0,10.7676197,0,75.3733381,0,0,0,10.7676197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0704789,26.9190493,0,0,0,5.3838099,0,0,0,0,0,0,0,0,0,0,"Midcoast",18.5742072
"1470",880,"7/10/2013 0:00",2013,43.848062,-69.334055,"Little Egg 3","WMCC",30,30,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.673012,21.191592,0,0,0,0,21.191592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4766368,12.7149552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",23.5942632
"1471",792,"7/10/2013 0:00",2013,43.848137,-69.334273,"Little Egg 3","WMCC",30,30,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,1.028094,97.046624,0,0,0,5.1077171,91.938907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1077171,0,0,0,0,0,0,0,0,0,0,0,45.9694535,40.8617364,0,0,0,0,5.1077171,0,0,0,0,0,0,0,0,0,"Midcoast",19.5782184
"1472",879,"7/10/2013 0:00",2013,43.847911,-69.333729,"Little Egg 3","WMCC",30,31,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0.98099,115.6650765,2.464717,0,19.2775128,0,96.3875637,0,0,0,19.2775128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.2583758,32.1291879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",15.5621736
"1473",890,"7/10/2013 0:00",2013,43.880156,-69.337691,"Sealledge","WMCC",30,24,"ledge",1,0,0,0,0,32.3470001,7.326000214,0.0140357,274,0,32.1122063,4.1056904,0,32.1122063,0,0,0,0,0,32.1122063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",15.5704032
"1474",999,"7/10/2013 0:00",2013,43.89009,-69.337884,"The Keg","WMCC",30,20,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",23.5037376
"1475",960,"7/16/2013 0:00",2013,43.67495,-70.016061,"100 ft off Drunken Ledge","WMCC",30,24,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.299151,1299.020993,14.7055042,0,115.0174837,0,1184.003509,0,0,0,115.0174837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184.003509,0,0,"Casco Bay",14.7803616
"1476",961,"7/16/2013 0:00",2013,43.67495,-70.016142,"100 ft off Drunken Ledge","WMCC",30,24,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0,724.9001076,0,0,0,0,724.9001076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.9001076,0,0,"Casco Bay",17.2437552
"1477",951,"7/16/2013 0:00",2013,43.675116,-70.015448,"100 ft off Drunken Ledge","WMCC",30,24,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.096874,3480.970317,3.8926335,0,30.4458045,5.0743008,3445.450211,0,0,0,30.4458045,0,0,0,0,0,0,0,0,0,0,0,0,5.0743008,0,0,0,0,0,0,0,0,0,0,0,20.297203,0,0,0,0,0,0,0,0,0,0,0,3425.153008,0,0,"Casco Bay",19.7071488
"1478",954,"7/16/2013 0:00",2013,43.674964,-70.015586,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.210948,1672.916838,6.573784,0,51.2771445,0,1621.639693,0,0,0,44.8675014,0,0,0,0,0,0,6.4096431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602.410764,0,19.2289292,"Casco Bay",15.6014928
"1479",952,"7/16/2013 0:00",2013,43.675044,-70.015497,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.145524,2449.19583,10.3803559,0,81.1888121,0,2368.007018,0,0,0,81.1888121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368.007018,0,0,"Casco Bay",14.7803616
"1480",955,"7/16/2013 0:00",2013,43.674936,-70.015653,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.264052,1252.627386,11.8632639,0,92.7872138,0,1159.840172,0,0,0,92.7872138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.840172,0,0,"Casco Bay",17.2437552
"1481",956,"7/16/2013 0:00",2013,43.674924,-70.01573,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.138228,714.092506,2.8310062,0,22.1424033,0,691.9501027,0,0,0,22.1424033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.9501027,0,0,"Casco Bay",18.0648864
"1482",957,"7/16/2013 0:00",2013,43.674924,-70.015808,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.539781,527.7272783,12.6047179,0,98.5864146,0,429.1408637,0,0,0,98.5864146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7992009,0,0,0,0,0,0,0,0,0,0,0,423.3416628,0,0,"Casco Bay",17.2437552
"1483",958,"7/16/2013 0:00",2013,43.674947,-70.015924,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.693147,38.4578583,2.4585053,0,19.2289292,0,19.2289292,0,0,0,19.2289292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2289292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",15.6014928
"1484",947,"7/16/2013 0:00",2013,43.675209,-70.015137,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0,6399.70811,0,0,0,0,6393.618949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6393.618949,0,0,"Casco Bay",16.422624
"1485",953,"7/16/2013 0:00",2013,43.675003,-70.01554,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.05033,3099.3829,2.3434581,0,18.2674827,0,3081.115418,0,0,0,18.2674827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075.026257,0,6.0891609,"Casco Bay",16.422624
"1486",948,"7/16/2013 0:00",2013,43.675183,-70.015197,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.016392,2499.455571,1.0305585,0,5.7992009,0,2493.65637,0,0,0,0,0,0,0,0,0,0,0,5.7992009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2493.65637,0,0,"Casco Bay",17.2437552
"1487",963,"7/16/2013 0:00",2013,43.674947,-70.016292,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0,529.4922525,0,0,0,0,529.4922525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.4922525,0,0,"Casco Bay",18.8860176
"1488",949,"7/16/2013 0:00",2013,43.675173,-70.015277,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.054431,3769.74416,3.5387577,0,27.6780041,0,3742.066156,0,0,0,27.6780041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5356008,0,0,0,0,0,0,0,0,0,0,0,3736.530555,0,0,"Casco Bay",18.0648864
"1489",964,"7/16/2013 0:00",2013,43.67493,-70.016386,"100 ft off Drunken Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.3069992,7.169000149,0.009434,328,0.097368,1344.910321,1.3539595,0,10.5898451,0,1334.320476,0,0,0,10.5898451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2949225,0,0,1323.730631,5.2949225,0,"Casco Bay",18.8860176
